"id","mesor_mean","mesor_median","mesor_ci_width","si_mean","si_median","si_ci_width","co_mean","co_median","co_ci_width","amp_mean","amp_median","amp_ci_width","sigma2_mean","sigma2_median","sigma2_ci_width","log_sigma_mean","log_sigma_median","log_sigma_ci_width","phi_mean","phi_median","phi_ci_width","phi.begins6_mean","phi.begins6_median","phi.begins6_ci_width","phi.begins12_mean","phi.begins12_median","phi.begins12_ci_width","phi_circ_mean","phi_circ_median","phi_circ_ci_width","phi.begins6_circ_mean","phi.begins6_circ_median","phi.begins6_circ_ci_width","phi.begins12_circ_mean","phi.begins12_circ_median","phi.begins12_circ_ci_width"
143,10.4365355766667,10.42445,9.95167224999999,-1.40509347083928,-1.02173,8.7653805,1.46058184354467,1.485435,8.47930725,3.18923963691897,2.95962145003889,6.78304784326825,0.669258794601944,0.656851049039302,0.478473720493598,-0.208772369843333,-0.210149,0.3521741975,4.03979035413747,4.88413006351741,6.20609097145566,3.80835969532302,3.98569988698943,4.68407801587164,2.57685537511582,2.56842921093011,5.43746499069208,5.58361577369957,5.61159899542132,4.71009077341828,4.01281944690468,4.04080266862643,4.71009077341828,2.44202312010978,2.47000634183153,4.71009077341828
144,6.857409803265,6.82275,10.73657375,-0.234316382378767,-0.0529614,9.35242125,-1.442235408784,-1.43919,9.16878325,2.99898974675765,2.7092092232965,6.85046990915965,0.861541201320799,0.84110758777341,0.618023409736165,-0.0828826903355667,-0.08651785,0.35394108,3.2041987498518,3.18252357536614,5.8886011176942,2.47011326646299,2.00657990101457,5.7871761061866,3.03874153676274,2.95152817510615,6.20853877802068,3.25915411963302,3.1993819139274,5.88025860563168,1.68835779283812,1.6285855871325,5.88025860563168,0.117561466043228,0.057789260337606,5.88025860563168
145,-8.82582082111333,-8.749875,13.498462,-0.119905599783834,-0.05479995,9.348574,0.448049615662167,0.472793,10.896434,3.03710759352506,2.7300687229762,7.06772065007331,1.73787066618667,1.70866096277818,1.1861149000067,0.268761992588783,0.267855,0.33607605,3.21271098951989,3.23628404269255,6.17406603079523,3.40853693159365,3.76496315882664,5.78253290851639,3.0556313568404,3.09370120240805,6.08366790588615,6.01221451639147,6.08714869397802,6.0067295589493,4.44141818959657,4.51635236718313,6.0067295589493,2.87062186280167,2.94555604038823,6.00672955894931
146,4.00179673071765,3.891015,9.092824975,1.66132394470627,1.15,8.43194025,1.223888510955,1.17112,7.83307875,3.01123397170927,2.54024699073636,7.65260104277389,0.434133128190876,0.42604129538497,0.313146640916474,-0.42538759255,-0.4266095,0.354318225,2.0814094465376,1.30125113169622,6.15587653194102,4.11820868361498,4.94890299738716,6.03198608834737,3.76635030641292,3.95055380661129,5.9070861105388,0.925704438892778,0.922191947848349,5.00673416170671,5.63809341927747,5.63458092823304,5.00673416170671,4.06729709248257,4.06378460143814,5.00673416170671
147,-1.67752087685108,-1.629535,17.202106,0.253784362137834,0.1301535,9.71897374999999,-0.424608677029333,-0.380343,11.44835325,3.15061639849267,2.80854768425174,7.3546078912435,2.25557005742214,2.19611524109865,1.88695876028628,0.395954150966667,0.393345,0.409806975,3.04643026868481,3.0237524350869,6.14126690598225,2.97103204499866,2.6061590672241,5.88534216337798,3.38153348506773,3.37298193343637,6.18381906066955,2.51423133429237,2.66118718070411,5.91192589103072,0.943435007497472,1.09039085390921,5.91192589103072,5.65582398788216,5.8027798342939,5.91192589103072
148,6.8214529279,6.7536,9.669157,0.960757648819933,0.585126,8.333342,-0.0990460421809999,-0.091499,8.65410225,2.66163053662368,2.37472213427414,6.26264969013377,0.663323777053634,0.650959403098424,0.484930873906848,-0.213595830277333,-0.214654,0.3584225975,2.5746163146878,2.42187767066676,6.0886302131598,3.13381980702678,2.80967431458761,6.05796278515882,3.70873126263372,4.04838935288687,6.14177165514995,1.74546966874063,1.66518699733803,5.38262028438875,0.174673341945731,0.0943906705431323,5.38262028438874,4.88706232233042,4.80677965092782,5.38262028438875
149,-18.5412022466667,-18.46895,11.6195425,-2.18378371816933,-1.735415,9.9645465,2.37257559847667,2.357215,10.286781,4.31867607452928,4.12804166406273,8.64585042046741,1.12052704997887,1.10618371888711,0.792379186722633,0.0489021263822467,0.050458,0.34839125,4.43305846302899,5.1824808142924,6.21669761148818,3.88746853885557,4.0104260712562,3.87530593572873,2.49364859821289,2.50815503003168,4.20305404401541,5.57567976332486,5.61703554851204,3.80831884308206,4.00488343652997,4.04623922171714,3.80831884308206,2.43408710973507,2.47544289492225,3.80831884308206
150,15.9172812683333,15.895,9.74453249999999,0.441927663804167,0.143656,8.60449575,3.420568258425,3.34212,9.156635975,4.09769566732111,3.87335416072399,8.50465060752138,0.527486357248469,0.514939428598169,0.38402602982498,-0.328433424996667,-0.331853,0.35850355,2.90772375520733,1.22977441248634,6.24264823592838,4.58742862732667,4.7266777818527,4.47591744073849,3.18941989647921,3.18745054871222,3.37525270942836,0.0672417988626634,0.0462359055534446,3.38127515316928,4.77963077924735,4.75862488593813,3.38127515316928,3.20883445245246,3.18782855914324,3.38127515316928
151,9.721103991905,9.741135,11.576983,-0.865460577589667,-0.6027915,8.92383449999999,1.97713884907417,1.94698,9.57588124999999,3.3563972673982,3.06899609401535,7.35275999683216,1.17270961005625,1.15083170282812,0.84918298823199,0.0713592285623417,0.07024245,0.355523455,3.83766335095329,4.86556815135864,6.22263031074093,3.98112941546723,4.27825334405347,4.91844950247116,2.79674898506387,2.85346056607398,5.48798554705957,5.86185577444479,5.94348424612131,5.10824246263466,4.2910594476499,4.37268791932641,5.10824246263466,2.720263120855,2.80189159253152,5.10824246263466
152,2.01288028554733,2.014685,9.48179374999999,0.51404533834983,0.288983,8.16722,-0.525026279877667,-0.559773,8.347524,2.55922211623644,2.32540087695722,5.79941580172028,0.569201610638946,0.555894917482186,0.444292610529782,-0.2913658239875,-0.293588,0.3803725475,2.85774752402005,2.84913374573276,6.05323994468283,2.86403070932723,2.22616892573192,5.97380118361277,3.49758522780117,3.83747294578704,6.18048339553062,2.37914564861342,2.40926422006594,5.61102001549889,0.808349321818524,0.838467893271043,5.61102001549889,5.52073830220321,5.55085687365573,5.61102001549889
